WatReqID,PlanningUnitID,Rationale,WReq_FISH,WReq_VEG,WReq_WBIRD,WReq_OTHER,CompliancePoint/Node,Condition,StartWateringPeriod,EndWateringPeriod,FlowComponent,BPFlowComponent,FlowMagnitude,WateringFrequency,WateringDuration,WateringDepth/height_m AHD,MaxIntervalBtwnEvents,Additional requirements/Notes
Ra_0002731,PU_0000401,"To maintain healthy aquatic ecosystems: Macroinvertebrate assemblages are maintained at AUSRIVAS band A level; Non-dominance (<20% cover) of filamentous algae in riffles; Temperature, turbidity and DO mimic natural inflows; Instream macrophyte cover <20%",FALSE,FALSE,FALSE,TRUE,,,,,,N/A,No interruption to natural flows to achieve both conservation and water supply outcomes.,,,,,"These reaches are unregulated, have a natural flow regime and have high conservation value. A review of the 2013 EFG (Dusting et al 2017) reported that options to actively manage e-flows for particular outcomes in these reaches were restricted to limiting abstraction. Abstraction is prohibited to retain the natural flow regime."
Ra_0002732,PU_0000402,To maintain populations of two-spined blackfish: Young of the year and year 1+ age classes (<120 mm total length) comprise >30% of the monitoring catch; AND total catch +is >2 blackfish for 80% of samples (each 30 m section) in each site across 2 sampling years.,TRUE,FALSE,FALSE,FALSE,,,,,Base flow,Base flow,Maintain base flows:  75% of the 80th percentile or inflows whichever is less.,,,,,"A review of the 1999 EFG by the Cooperative Research Centre for Freshwater Ecology (CRCFE) (Ogden et al 2004) concluded that protection of low flows, as defined by the 80th percentile flow, had demonstrated benefits for fish and macroinvertebrates in the water supply catchments, and this flow, together with other flow components, could maintain aquatic ecological values with moderate confidence. The Hillman review of the 2006 Guidelines gave further support to the 80th percentile flow giving an appropriate baseflow volume. Monitoring and assessment of lower baseflows indicated that the 80th percentile flow gives a low risk volume for sustaining ecological processes even though other volumes could be used for similar outcomes albeit with higher risk and requiring more intensive monitoring. A report by Norris et al (2004) demonstrated that low level releases (between 150-250ML/day) should lead to local flushing of fine sediments from riffles in the Cotter River. Also see EFG Section 3 for details on calculation of recommended flow volumes. A review of the 1999 EFG by the Cooperative Research Centre for Freshwater Ecology (CRCFE) (Ogden et al 2004) reported that flows of 500-1000ML/day should flush excessive fine sediments from pools in the Cotter River. Also See EFG Section 3 for details on calculation of recommended flow volumes"
Ra_0002733,PU_0000402,To maintain populations of two-spined blackfish: Young of the year and year 1+ age classes (<120 mm total length) comprise >30% of the monitoring catch; AND total catch +is >2 blackfish for 80% of samples (each 30 m section) in each site across 2 sampling years.,TRUE,FALSE,FALSE,FALSE,,,,,Riffle maintenance flow,Other,"Riffle maintenance flow: 150 ML/day for three consecutive days, every two months.",,,,,"A review of the 1999 EFG by the Cooperative Research Centre for Freshwater Ecology (CRCFE) (Ogden et al 2004) concluded that protection of low flows, as defined by the 80th percentile flow, had demonstrated benefits for fish and macroinvertebrates in the water supply catchments, and this flow, together with other flow components, could maintain aquatic ecological values with moderate confidence. The Hillman review of the 2006 Guidelines gave further support to the 80th percentile flow giving an appropriate baseflow volume. Monitoring and assessment of lower baseflows indicated that the 80th percentile flow gives a low risk volume for sustaining ecological processes even though other volumes could be used for similar outcomes albeit with higher risk and requiring more intensive monitoring. A report by Norris et al (2004) demonstrated that low level releases (between 150-250ML/day) should lead to local flushing of fine sediments from riffles in the Cotter River. Also see EFG Section 3 for details on calculation of recommended flow volumes. A review of the 1999 EFG by the Cooperative Research Centre for Freshwater Ecology (CRCFE) (Ogden et al 2004) reported that flows of 500-1000ML/day should flush excessive fine sediments from pools in the Cotter River. Also See EFG Section 3 for details on calculation of recommended flow volumes"
Ra_0002734,PU_0000402,To maintain populations of two-spined blackfish: Young of the year and year 1+ age classes (<120 mm total length) comprise >30% of the monitoring catch; AND total catch +is >2 blackfish for 80% of samples (each 30 m section) in each site across 2 sampling years.,TRUE,FALSE,FALSE,FALSE,,,,,Pool maintenance flow,Other,Pool maintenance flow: >550ML/day for two consecutive days between mid-July and mid-October.,,,,,"A review of the 1999 EFG by the Cooperative Research Centre for Freshwater Ecology (CRCFE) (Ogden et al 2004) concluded that protection of low flows, as defined by the 80th percentile flow, had demonstrated benefits for fish and macroinvertebrates in the water supply catchments, and this flow, together with other flow components, could maintain aquatic ecological values with moderate confidence. The Hillman review of the 2006 Guidelines gave further support to the 80th percentile flow giving an appropriate baseflow volume. Monitoring and assessment of lower baseflows indicated that the 80th percentile flow gives a low risk volume for sustaining ecological processes even though other volumes could be used for similar outcomes albeit with higher risk and requiring more intensive monitoring. A report by Norris et al (2004) demonstrated that low level releases (between 150-250ML/day) should lead to local flushing of fine sediments from riffles in the Cotter River. Also see EFG Section 3 for details on calculation of recommended flow volumes. A review of the 1999 EFG by the Cooperative Research Centre for Freshwater Ecology (CRCFE) (Ogden et al 2004) reported that flows of 500-1000ML/day should flush excessive fine sediments from pools in the Cotter River. Also See EFG Section 3 for details on calculation of recommended flow volumes"
Ra_0002735,PU_0000402,"To maintain healthy aquatic ecosystems: Macroinvertebrate assemblages are maintained at AUSRIVAS band A level; Non-dominance (<20% cover) of filamentous algae in riffles; Temperature, turbidity and DO mimic natural inflows; Instream macrophyte cover <20%; Extent and condition of riparian vegetation is maintained or improved,",FALSE,FALSE,FALSE,TRUE,,,,,Base flow,Base flow,Maintain base flows:  75% of the 80th percentile or inflows whichever is less.,,,,,"A review of the 1999 EFG by the Cooperative Research Centre for Freshwater Ecology (CRCFE) (Ogden et al 2004) concluded that protection of low flows, as defined by the 80th percentile flow, had demonstrated benefits for fish and macroinvertebrates in the water supply catchments, and this flow, together with other flow components, could maintain aquatic ecological values with moderate confidence. The Hillman review of the 2006 Guidelines gave further support to the 80th percentile flow giving an appropriate baseflow volume. Monitoring and assessment of lower baseflows indicated that the 80th percentile flow gives a low risk volume for sustaining ecological processes even though other volumes could be used for similar outcomes albeit with higher risk and requiring more intensive monitoring. A report by Norris et al (2004) demonstrated that low level releases (between 150-250ML/day) should lead to local flushing of fine sediments from riffles in the Cotter River. Also see EFG Section 3 for details on calculation of recommended flow volumes. A review of the 1999 EFG by the Cooperative Research Centre for Freshwater Ecology (CRCFE) (Ogden et al 2004) reported that flows of 500-1000ML/day should flush excessive fine sediments from pools in the Cotter River. Also See EFG Section 3 for details on calculation of recommended flow volumes"
Ra_0002736,PU_0000402,"To maintain healthy aquatic ecosystems: Macroinvertebrate assemblages are maintained at AUSRIVAS band A level; Non-dominance (<20% cover) of filamentous algae in riffles; Temperature, turbidity and DO mimic natural inflows; Instream macrophyte cover <20%; Extent and condition of riparian vegetation is maintained or improved,",FALSE,FALSE,FALSE,TRUE,,,,,Riffle maintenance flow,Other,"Riffle maintenance flow: 150 ML/day for three consecutive days, every two months.",,,,,"A review of the 1999 EFG by the Cooperative Research Centre for Freshwater Ecology (CRCFE) (Ogden et al 2004) concluded that protection of low flows, as defined by the 80th percentile flow, had demonstrated benefits for fish and macroinvertebrates in the water supply catchments, and this flow, together with other flow components, could maintain aquatic ecological values with moderate confidence. The Hillman review of the 2006 Guidelines gave further support to the 80th percentile flow giving an appropriate baseflow volume. Monitoring and assessment of lower baseflows indicated that the 80th percentile flow gives a low risk volume for sustaining ecological processes even though other volumes could be used for similar outcomes albeit with higher risk and requiring more intensive monitoring. A report by Norris et al (2004) demonstrated that low level releases (between 150-250ML/day) should lead to local flushing of fine sediments from riffles in the Cotter River. Also see EFG Section 3 for details on calculation of recommended flow volumes. A review of the 1999 EFG by the Cooperative Research Centre for Freshwater Ecology (CRCFE) (Ogden et al 2004) reported that flows of 500-1000ML/day should flush excessive fine sediments from pools in the Cotter River. Also See EFG Section 3 for details on calculation of recommended flow volumes"
Ra_0002737,PU_0000402,"To maintain healthy aquatic ecosystems: Macroinvertebrate assemblages are maintained at AUSRIVAS band A level; Non-dominance (<20% cover) of filamentous algae in riffles; Temperature, turbidity and DO mimic natural inflows; Instream macrophyte cover <20%; Extent and condition of riparian vegetation is maintained or improved,",FALSE,FALSE,FALSE,TRUE,,,,,Pool maintenance flow,Other,Pool maintenance flow: >550ML/day for two consecutive days between mid-July and mid-October.,,,,,"A review of the 1999 EFG by the Cooperative Research Centre for Freshwater Ecology (CRCFE) (Ogden et al 2004) concluded that protection of low flows, as defined by the 80th percentile flow, had demonstrated benefits for fish and macroinvertebrates in the water supply catchments, and this flow, together with other flow components, could maintain aquatic ecological values with moderate confidence. The Hillman review of the 2006 Guidelines gave further support to the 80th percentile flow giving an appropriate baseflow volume. Monitoring and assessment of lower baseflows indicated that the 80th percentile flow gives a low risk volume for sustaining ecological processes even though other volumes could be used for similar outcomes albeit with higher risk and requiring more intensive monitoring. A report by Norris et al (2004) demonstrated that low level releases (between 150-250ML/day) should lead to local flushing of fine sediments from riffles in the Cotter River. Also see EFG Section 3 for details on calculation of recommended flow volumes. A review of the 1999 EFG by the Cooperative Research Centre for Freshwater Ecology (CRCFE) (Ogden et al 2004) reported that flows of 500-1000ML/day should flush excessive fine sediments from pools in the Cotter River. Also See EFG Section 3 for details on calculation of recommended flow volumes"
Ra_0002738,PU_0000402,To prevent degradation of riverine habitat through sediment deposition: Sediment deposition is limited to <20% of total depth of pools measured at base flow using techniques as per Ecowise Environmental (2005).,FALSE,FALSE,FALSE,TRUE,,,,,Base flow,Base flow,Maintain base flows:  75% of the 80th percentile or inflows whichever is less.,,,,,"A review of the 1999 EFG by the Cooperative Research Centre for Freshwater Ecology (CRCFE) (Ogden et al 2004) concluded that protection of low flows, as defined by the 80th percentile flow, had demonstrated benefits for fish and macroinvertebrates in the water supply catchments, and this flow, together with other flow components, could maintain aquatic ecological values with moderate confidence. The Hillman review of the 2006 Guidelines gave further support to the 80th percentile flow giving an appropriate baseflow volume. Monitoring and assessment of lower baseflows indicated that the 80th percentile flow gives a low risk volume for sustaining ecological processes even though other volumes could be used for similar outcomes albeit with higher risk and requiring more intensive monitoring. A report by Norris et al (2004) demonstrated that low level releases (between 150-250ML/day) should lead to local flushing of fine sediments from riffles in the Cotter River. Also see EFG Section 3 for details on calculation of recommended flow volumes. A review of the 1999 EFG by the Cooperative Research Centre for Freshwater Ecology (CRCFE) (Ogden et al 2004) reported that flows of 500-1000ML/day should flush excessive fine sediments from pools in the Cotter River. Also See EFG Section 3 for details on calculation of recommended flow volumes"
Ra_0002739,PU_0000402,To prevent degradation of riverine habitat through sediment deposition: Sediment deposition is limited to <20% of total depth of pools measured at base flow using techniques as per Ecowise Environmental (2005).,FALSE,FALSE,FALSE,TRUE,,,,,Riffle maintenance flow,Other,"Riffle maintenance flow: 150 ML/day for three consecutive days, every two months.",,,,,"A review of the 1999 EFG by the Cooperative Research Centre for Freshwater Ecology (CRCFE) (Ogden et al 2004) concluded that protection of low flows, as defined by the 80th percentile flow, had demonstrated benefits for fish and macroinvertebrates in the water supply catchments, and this flow, together with other flow components, could maintain aquatic ecological values with moderate confidence. The Hillman review of the 2006 Guidelines gave further support to the 80th percentile flow giving an appropriate baseflow volume. Monitoring and assessment of lower baseflows indicated that the 80th percentile flow gives a low risk volume for sustaining ecological processes even though other volumes could be used for similar outcomes albeit with higher risk and requiring more intensive monitoring. A report by Norris et al (2004) demonstrated that low level releases (between 150-250ML/day) should lead to local flushing of fine sediments from riffles in the Cotter River. Also see EFG Section 3 for details on calculation of recommended flow volumes. A review of the 1999 EFG by the Cooperative Research Centre for Freshwater Ecology (CRCFE) (Ogden et al 2004) reported that flows of 500-1000ML/day should flush excessive fine sediments from pools in the Cotter River. Also See EFG Section 3 for details on calculation of recommended flow volumes"
Ra_0002740,PU_0000402,To prevent degradation of riverine habitat through sediment deposition: Sediment deposition is limited to <20% of total depth of pools measured at base flow using techniques as per Ecowise Environmental (2005).,FALSE,FALSE,FALSE,TRUE,,,,,Pool maintenance flow,Other,Pool maintenance flow: >550ML/day for two consecutive days between mid-July and mid-October.,,,,,"A review of the 1999 EFG by the Cooperative Research Centre for Freshwater Ecology (CRCFE) (Ogden et al 2004) concluded that protection of low flows, as defined by the 80th percentile flow, had demonstrated benefits for fish and macroinvertebrates in the water supply catchments, and this flow, together with other flow components, could maintain aquatic ecological values with moderate confidence. The Hillman review of the 2006 Guidelines gave further support to the 80th percentile flow giving an appropriate baseflow volume. Monitoring and assessment of lower baseflows indicated that the 80th percentile flow gives a low risk volume for sustaining ecological processes even though other volumes could be used for similar outcomes albeit with higher risk and requiring more intensive monitoring. A report by Norris et al (2004) demonstrated that low level releases (between 150-250ML/day) should lead to local flushing of fine sediments from riffles in the Cotter River. Also see EFG Section 3 for details on calculation of recommended flow volumes. A review of the 1999 EFG by the Cooperative Research Centre for Freshwater Ecology (CRCFE) (Ogden et al 2004) reported that flows of 500-1000ML/day should flush excessive fine sediments from pools in the Cotter River. Also See EFG Section 3 for details on calculation of recommended flow volumes"
Ra_0002741,PU_0000403,To maintain populations of two-spined blackfish: Young of the year and year 1+ age classes (<120 mm total length) comprise >30% of the monitoring catch; AND total catch +is >2 blackfish for 80% of samples (each 30 m section) in each site across 2 sampling years.,TRUE,FALSE,FALSE,FALSE,,,,,Base flow,Base flow,Maintain base flows: 75% of the 80th percentile or inflows whichever is less.,,,,,"A review of the 1999 EFG by the Cooperative Research Centre for Freshwater Ecology (CRCFE) (Ogden et al 2004) concluded that protection of low flows, as defined by the 80th percentile flow, had demonstrated benefits for fish and macroinvertebrates in the water supply catchments, and this flow, together with other flow components, could maintain aquatic ecological values with moderate confidence. The Hillman review of the 2006 Guidelines gave further support to the 80th percentile flow giving an appropriate baseflow volume. Monitoring and assessment of lower baseflows indicated that the 80th percentile flow gives a low risk volume for sustaining ecological processes even though other volumes could be used for similar outcomes albeit with higher risk and requiring more intensive monitoring. A report by Norris et al (2004) demonstrated that low level releases (between 150-250ML/day) should lead to local flushing of fine sediments from riffles in the Cotter River. Also see EFG Section 3 for details on calculation of recommended flow volumes. A review of the 1999 EFG by the Cooperative Research Centre for Freshwater Ecology (CRCFE) (Ogden et al 2004) reported that flows of 500-1000ML/day should flush excessive fine sediments from pools in the  Cotter River. Also See EFG Section 3 for details on calculation of recommended flow volumes."
Ra_0002742,PU_0000403,To maintain populations of two-spined blackfish: Young of the year and year 1+ age classes (<120 mm total length) comprise >30% of the monitoring catch; AND total catch +is >2 blackfish for 80% of samples (each 30 m section) in each site across 2 sampling years.,TRUE,FALSE,FALSE,FALSE,,,,,Riffle maintenance flow,Other,"Riffle maintenance flow: 150 ML/day for three consecutive days, every two months.",,,,,"A review of the 1999 EFG by the Cooperative Research Centre for Freshwater Ecology (CRCFE) (Ogden et al 2004) concluded that protection of low flows, as defined by the 80th percentile flow, had demonstrated benefits for fish and macroinvertebrates in the water supply catchments, and this flow, together with other flow components, could maintain aquatic ecological values with moderate confidence. The Hillman review of the 2006 Guidelines gave further support to the 80th percentile flow giving an appropriate baseflow volume. Monitoring and assessment of lower baseflows indicated that the 80th percentile flow gives a low risk volume for sustaining ecological processes even though other volumes could be used for similar outcomes albeit with higher risk and requiring more intensive monitoring. A report by Norris et al (2004) demonstrated that low level releases (between 150-250ML/day) should lead to local flushing of fine sediments from riffles in the Cotter River. Also see EFG Section 3 for details on calculation of recommended flow volumes. A review of the 1999 EFG by the Cooperative Research Centre for Freshwater Ecology (CRCFE) (Ogden et al 2004) reported that flows of 500-1000ML/day should flush excessive fine sediments from pools in the  Cotter River. Also See EFG Section 3 for details on calculation of recommended flow volumes."
Ra_0002743,PU_0000403,To maintain populations of two-spined blackfish: Young of the year and year 1+ age classes (<120 mm total length) comprise >30% of the monitoring catch; AND total catch +is >2 blackfish for 80% of samples (each 30 m section) in each site across 2 sampling years.,TRUE,FALSE,FALSE,FALSE,,,,,Pool maintenance flow,Other,Pool maintenance flow: >550ML/day for two consecutive days between mid-July and mid-October.,,,,,"A review of the 1999 EFG by the Cooperative Research Centre for Freshwater Ecology (CRCFE) (Ogden et al 2004) concluded that protection of low flows, as defined by the 80th percentile flow, had demonstrated benefits for fish and macroinvertebrates in the water supply catchments, and this flow, together with other flow components, could maintain aquatic ecological values with moderate confidence. The Hillman review of the 2006 Guidelines gave further support to the 80th percentile flow giving an appropriate baseflow volume. Monitoring and assessment of lower baseflows indicated that the 80th percentile flow gives a low risk volume for sustaining ecological processes even though other volumes could be used for similar outcomes albeit with higher risk and requiring more intensive monitoring. A report by Norris et al (2004) demonstrated that low level releases (between 150-250ML/day) should lead to local flushing of fine sediments from riffles in the Cotter River. Also see EFG Section 3 for details on calculation of recommended flow volumes. A review of the 1999 EFG by the Cooperative Research Centre for Freshwater Ecology (CRCFE) (Ogden et al 2004) reported that flows of 500-1000ML/day should flush excessive fine sediments from pools in the  Cotter River. Also See EFG Section 3 for details on calculation of recommended flow volumes."
Ra_0002744,PU_0000403,To maintain populations of Macquarie perch: Recruitment detected at 75% of sites 3. Minimum capture of 1 Macquarie perch (< 150 mm) per net night.,TRUE,FALSE,FALSE,FALSE,,,,,Base flow,Base flow,Maintain base flows: 75% of the 80th percentile or inflows whichever is less.,,,,,"A review of the 1999 EFG by the Cooperative Research Centre for Freshwater Ecology (CRCFE) (Ogden et al 2004) concluded that protection of low flows, as defined by the 80th percentile flow, had demonstrated benefits for fish and macroinvertebrates in the water supply catchments, and this flow, together with other flow components, could maintain aquatic ecological values with moderate confidence. The Hillman review of the 2006 Guidelines gave further support to the 80th percentile flow giving an appropriate baseflow volume. Monitoring and assessment of lower baseflows indicated that the 80th percentile flow gives a low risk volume for sustaining ecological processes even though other volumes could be used for similar outcomes albeit with higher risk and requiring more intensive monitoring. A report by Norris et al (2004) demonstrated that low level releases (between 150-250ML/day) should lead to local flushing of fine sediments from riffles in the Cotter River. Also see EFG Section 3 for details on calculation of recommended flow volumes. A review of the 1999 EFG by the Cooperative Research Centre for Freshwater Ecology (CRCFE) (Ogden et al 2004) reported that flows of 500-1000ML/day should flush excessive fine sediments from pools in the  Cotter River. Also See EFG Section 3 for details on calculation of recommended flow volumes."
Ra_0002745,PU_0000403,To maintain populations of Macquarie perch: Recruitment detected at 75% of sites 3. Minimum capture of 1 Macquarie perch (< 150 mm) per net night.,TRUE,FALSE,FALSE,FALSE,,,,,Riffle maintenance flow,Other,"Riffle maintenance flow: 150 ML/day for three consecutive days, every two months.",,,,,"A review of the 1999 EFG by the Cooperative Research Centre for Freshwater Ecology (CRCFE) (Ogden et al 2004) concluded that protection of low flows, as defined by the 80th percentile flow, had demonstrated benefits for fish and macroinvertebrates in the water supply catchments, and this flow, together with other flow components, could maintain aquatic ecological values with moderate confidence. The Hillman review of the 2006 Guidelines gave further support to the 80th percentile flow giving an appropriate baseflow volume. Monitoring and assessment of lower baseflows indicated that the 80th percentile flow gives a low risk volume for sustaining ecological processes even though other volumes could be used for similar outcomes albeit with higher risk and requiring more intensive monitoring. A report by Norris et al (2004) demonstrated that low level releases (between 150-250ML/day) should lead to local flushing of fine sediments from riffles in the Cotter River. Also see EFG Section 3 for details on calculation of recommended flow volumes. A review of the 1999 EFG by the Cooperative Research Centre for Freshwater Ecology (CRCFE) (Ogden et al 2004) reported that flows of 500-1000ML/day should flush excessive fine sediments from pools in the  Cotter River. Also See EFG Section 3 for details on calculation of recommended flow volumes."
Ra_0002746,PU_0000403,To maintain populations of Macquarie perch: Recruitment detected at 75% of sites 3. Minimum capture of 1 Macquarie perch (< 150 mm) per net night.,TRUE,FALSE,FALSE,FALSE,,,,,Pool maintenance flow,Other,Pool maintenance flow: >550ML/day for two consecutive days between mid-July and mid-October.,,,,,"A review of the 1999 EFG by the Cooperative Research Centre for Freshwater Ecology (CRCFE) (Ogden et al 2004) concluded that protection of low flows, as defined by the 80th percentile flow, had demonstrated benefits for fish and macroinvertebrates in the water supply catchments, and this flow, together with other flow components, could maintain aquatic ecological values with moderate confidence. The Hillman review of the 2006 Guidelines gave further support to the 80th percentile flow giving an appropriate baseflow volume. Monitoring and assessment of lower baseflows indicated that the 80th percentile flow gives a low risk volume for sustaining ecological processes even though other volumes could be used for similar outcomes albeit with higher risk and requiring more intensive monitoring. A report by Norris et al (2004) demonstrated that low level releases (between 150-250ML/day) should lead to local flushing of fine sediments from riffles in the Cotter River. Also see EFG Section 3 for details on calculation of recommended flow volumes. A review of the 1999 EFG by the Cooperative Research Centre for Freshwater Ecology (CRCFE) (Ogden et al 2004) reported that flows of 500-1000ML/day should flush excessive fine sediments from pools in the  Cotter River. Also See EFG Section 3 for details on calculation of recommended flow volumes."
Ra_0002747,PU_0000403,"To maintain healthy aquatic ecosystems: Macroinvertebrate assemblages are maintained at AUSRIVAS band A level; Non-dominance (<20% cover) of filamentous algae in riffles; Temperature, turbidity and DO mimic natural inflows; Instream macrophyte cover <20%; Extent and condition of riparian vegetation is maintained or improved.",FALSE,FALSE,FALSE,TRUE,,,,,Base flow,Base flow,Maintain base flows: 75% of the 80th percentile or inflows whichever is less.,,,,,"A review of the 1999 EFG by the Cooperative Research Centre for Freshwater Ecology (CRCFE) (Ogden et al 2004) concluded that protection of low flows, as defined by the 80th percentile flow, had demonstrated benefits for fish and macroinvertebrates in the water supply catchments, and this flow, together with other flow components, could maintain aquatic ecological values with moderate confidence. The Hillman review of the 2006 Guidelines gave further support to the 80th percentile flow giving an appropriate baseflow volume. Monitoring and assessment of lower baseflows indicated that the 80th percentile flow gives a low risk volume for sustaining ecological processes even though other volumes could be used for similar outcomes albeit with higher risk and requiring more intensive monitoring. A report by Norris et al (2004) demonstrated that low level releases (between 150-250ML/day) should lead to local flushing of fine sediments from riffles in the Cotter River. Also see EFG Section 3 for details on calculation of recommended flow volumes. A review of the 1999 EFG by the Cooperative Research Centre for Freshwater Ecology (CRCFE) (Ogden et al 2004) reported that flows of 500-1000ML/day should flush excessive fine sediments from pools in the  Cotter River. Also See EFG Section 3 for details on calculation of recommended flow volumes."
Ra_0002748,PU_0000403,"To maintain healthy aquatic ecosystems: Macroinvertebrate assemblages are maintained at AUSRIVAS band A level; Non-dominance (<20% cover) of filamentous algae in riffles; Temperature, turbidity and DO mimic natural inflows; Instream macrophyte cover <20%; Extent and condition of riparian vegetation is maintained or improved.",FALSE,FALSE,FALSE,TRUE,,,,,Riffle maintenance flow,Other,"Riffle maintenance flow: 150 ML/day for three consecutive days, every two months.",,,,,"A review of the 1999 EFG by the Cooperative Research Centre for Freshwater Ecology (CRCFE) (Ogden et al 2004) concluded that protection of low flows, as defined by the 80th percentile flow, had demonstrated benefits for fish and macroinvertebrates in the water supply catchments, and this flow, together with other flow components, could maintain aquatic ecological values with moderate confidence. The Hillman review of the 2006 Guidelines gave further support to the 80th percentile flow giving an appropriate baseflow volume. Monitoring and assessment of lower baseflows indicated that the 80th percentile flow gives a low risk volume for sustaining ecological processes even though other volumes could be used for similar outcomes albeit with higher risk and requiring more intensive monitoring. A report by Norris et al (2004) demonstrated that low level releases (between 150-250ML/day) should lead to local flushing of fine sediments from riffles in the Cotter River. Also see EFG Section 3 for details on calculation of recommended flow volumes. A review of the 1999 EFG by the Cooperative Research Centre for Freshwater Ecology (CRCFE) (Ogden et al 2004) reported that flows of 500-1000ML/day should flush excessive fine sediments from pools in the  Cotter River. Also See EFG Section 3 for details on calculation of recommended flow volumes."
Ra_0002749,PU_0000403,"To maintain healthy aquatic ecosystems: Macroinvertebrate assemblages are maintained at AUSRIVAS band A level; Non-dominance (<20% cover) of filamentous algae in riffles; Temperature, turbidity and DO mimic natural inflows; Instream macrophyte cover <20%; Extent and condition of riparian vegetation is maintained or improved.",FALSE,FALSE,FALSE,TRUE,,,,,Pool maintenance flow,Other,Pool maintenance flow: >550ML/day for two consecutive days between mid-July and mid-October.,,,,,"A review of the 1999 EFG by the Cooperative Research Centre for Freshwater Ecology (CRCFE) (Ogden et al 2004) concluded that protection of low flows, as defined by the 80th percentile flow, had demonstrated benefits for fish and macroinvertebrates in the water supply catchments, and this flow, together with other flow components, could maintain aquatic ecological values with moderate confidence. The Hillman review of the 2006 Guidelines gave further support to the 80th percentile flow giving an appropriate baseflow volume. Monitoring and assessment of lower baseflows indicated that the 80th percentile flow gives a low risk volume for sustaining ecological processes even though other volumes could be used for similar outcomes albeit with higher risk and requiring more intensive monitoring. A report by Norris et al (2004) demonstrated that low level releases (between 150-250ML/day) should lead to local flushing of fine sediments from riffles in the Cotter River. Also see EFG Section 3 for details on calculation of recommended flow volumes. A review of the 1999 EFG by the Cooperative Research Centre for Freshwater Ecology (CRCFE) (Ogden et al 2004) reported that flows of 500-1000ML/day should flush excessive fine sediments from pools in the  Cotter River. Also See EFG Section 3 for details on calculation of recommended flow volumes."
Ra_0002750,PU_0000403,To prevent degradation of riverine habitat through sediment deposition: Sediment deposition is limited to <20% of total depth of pools measured at base flow using techniques as per Ecowise Environmental (2005).,FALSE,FALSE,FALSE,TRUE,,,,,Base flow,Base flow,Maintain base flows: 75% of the 80th percentile or inflows whichever is less.,,,,,"A review of the 1999 EFG by the Cooperative Research Centre for Freshwater Ecology (CRCFE) (Ogden et al 2004) concluded that protection of low flows, as defined by the 80th percentile flow, had demonstrated benefits for fish and macroinvertebrates in the water supply catchments, and this flow, together with other flow components, could maintain aquatic ecological values with moderate confidence. The Hillman review of the 2006 Guidelines gave further support to the 80th percentile flow giving an appropriate baseflow volume. Monitoring and assessment of lower baseflows indicated that the 80th percentile flow gives a low risk volume for sustaining ecological processes even though other volumes could be used for similar outcomes albeit with higher risk and requiring more intensive monitoring. A report by Norris et al (2004) demonstrated that low level releases (between 150-250ML/day) should lead to local flushing of fine sediments from riffles in the Cotter River. Also see EFG Section 3 for details on calculation of recommended flow volumes. A review of the 1999 EFG by the Cooperative Research Centre for Freshwater Ecology (CRCFE) (Ogden et al 2004) reported that flows of 500-1000ML/day should flush excessive fine sediments from pools in the  Cotter River. Also See EFG Section 3 for details on calculation of recommended flow volumes."
Ra_0002751,PU_0000403,To prevent degradation of riverine habitat through sediment deposition: Sediment deposition is limited to <20% of total depth of pools measured at base flow using techniques as per Ecowise Environmental (2005).,FALSE,FALSE,FALSE,TRUE,,,,,Riffle maintenance flow,Other,"Riffle maintenance flow: 150 ML/day for three consecutive days, every two months.",,,,,"A review of the 1999 EFG by the Cooperative Research Centre for Freshwater Ecology (CRCFE) (Ogden et al 2004) concluded that protection of low flows, as defined by the 80th percentile flow, had demonstrated benefits for fish and macroinvertebrates in the water supply catchments, and this flow, together with other flow components, could maintain aquatic ecological values with moderate confidence. The Hillman review of the 2006 Guidelines gave further support to the 80th percentile flow giving an appropriate baseflow volume. Monitoring and assessment of lower baseflows indicated that the 80th percentile flow gives a low risk volume for sustaining ecological processes even though other volumes could be used for similar outcomes albeit with higher risk and requiring more intensive monitoring. A report by Norris et al (2004) demonstrated that low level releases (between 150-250ML/day) should lead to local flushing of fine sediments from riffles in the Cotter River. Also see EFG Section 3 for details on calculation of recommended flow volumes. A review of the 1999 EFG by the Cooperative Research Centre for Freshwater Ecology (CRCFE) (Ogden et al 2004) reported that flows of 500-1000ML/day should flush excessive fine sediments from pools in the  Cotter River. Also See EFG Section 3 for details on calculation of recommended flow volumes."
